"TP53","CDKN1A","CDKN2A","SIRT1","RB1","TERT","CDK4","CDKN2B","MAPK1","MAPK14","MTOR","TERF2","UBC","CDK6","HMGA2","E2F1","CCNA2","MDM2","CXCL8","HSPA8","LMNB1","MAPK3","MAPKAPK5","ATM","CDKN1B","score"
"TCGA-BH-A0B4-01A-11R-A00Z-07",36.1627,173.2667,5.8561,12.5444,13.3282,0.0141,96.8316,16.2716,62.4995,30.4436,11.4081,9.8809,675.6123,3.5544,0.0553,28.6258,17.8623,15.7218,0.5211,938.5697,25.0723,100.5088,6.1502,3.7,96.1707,0.506661505209845
"TCGA-BH-A0B8-01A-21R-A056-07",67.9375,53.5676,9.8501,41.7462,24.0534,0.3722,71.3848,46.7143,128.5229,30.6435,19.8073,18.6428,427.6051,2.3285,0.1267,32.957,10.8785,29.5483,19.9126,1431.5132,47.9559,89.8058,7.2167,4.2901,28.0056,0.425545985354366
"TCGA-BH-A0BC-01A-22R-A084-07",58.2179,81.4529,9.7036,29.6522,47.7665,0.3669,68.2429,29.347,97.7849,30.6056,19.6256,14.6309,795.8443,4.3436,0.0755,19.647,17.5763,23.4915,1.5013,749.2229,75.4128,85.6947,7.3806,3.8171,150.7031,0.312203619471596
"TCGA-BH-A0BG-01A-11R-A115-07",18.1241,39.722,1.0978,26.4805,40.3715,0.5295,42.7321,6.012,137.4391,31.123,27.9674,25.8201,611.0674,48.3073,0.0887,24.8137,41.119,17.7676,1.1245,778.2847,72.445,75.8937,9.903,7.3363,175.8701,0.727184747895093
"TCGA-BH-A0BP-01A-11R-A115-07",32.3956,98.0119,6.2932,29.8352,25.4256,0.0287,65.3844,45.9057,92.5178,34.1056,19.5498,15.0227,860.4039,14.1083,0.0338,17.3257,10.1636,17.0884,1.8579,697.699,30.4473,89.6591,4.8687,4.6575,40.0137,0.323349140294848
"TCGA-BH-A0BV-01A-11R-A00Z-07",82.0186,139.7808,6.3038,39.7406,47.5567,0.0752,57.6145,21.7073,77.5278,40.8712,31.5266,34.1032,932.7446,5.1965,0.1034,15.8909,20.5787,17.2453,0.3646,1185.1566,49.7817,80.0787,10.689,8.0524,190.61,0.523065260169683
"TCGA-BH-A0BW-01A-11R-A115-07",20.9887,170.6228,2.9018,43.8436,42.2056,0.0257,37.2979,5.5605,162.7348,75.1276,48.779,45.6704,841.1093,45.5759,0.091,45.3064,101.0352,54.4494,9.7638,1449.9265,86.2353,99.1951,14.8185,23.107,80.9525,0.833905912664104
"TCGA-BH-A0C0-01A-21R-A056-07",18.1307,68.0186,5.0649,16.3371,32.8213,0.4203,77.8528,14.9276,122.6716,30.6073,22.3144,17.8109,571.5108,4.6939,0.1051,63.0319,53.6357,16.342,21.2471,1276.2637,74.2088,82.8507,12.483,8.8389,94.4086,0.602922674924998
"TCGA-BH-A0C1-01B-11R-A12D-07",87.201,86.5545,3.226,41.7677,62.2805,0.0117,117.9424,12.3427,130.273,52.2355,28.6812,18.5952,739.972,15.417,0.317,23.167,33.3367,19.5559,31.8539,1330.2365,94.8406,60.147,8.3455,10.9498,290.7421,0.699506435691474
"TCGA-BH-A0DE-01A-11R-A115-07",30.4538,140.9305,13.3286,25.1985,42.7915,0.1269,47.9483,29.7773,77.0123,21.0444,11.8596,14.012,631.8269,4.8117,0.1572,19.7008,10.1367,15.6341,2.4521,495.3492,28.5062,121.9317,8.7655,5.3853,41.9301,0.37494757895416
"TCGA-BH-A0DH-01A-11R-A084-07",39.7585,83.7575,8.158,31.7745,22.2263,0.0276,54.3513,26.4116,41.4839,44.4784,10.1723,12.6718,777.6667,2.2069,0.0325,32.7349,15.0609,22.2841,0.5108,424.1216,53.3327,115.4445,4.4984,4.4448,43.3745,0.19513532694603
"TCGA-BH-A0DI-01A-21R-A12P-07",37.7047,169.0017,9.9879,23.101,34.9796,0,66.1419,29.1199,97.3659,38.7186,31.2301,25.6134,817.4282,6.4894,0.1253,6.6797,15.8506,13.9904,1.1241,710.8642,30.9261,72.7931,8.2128,7.0757,103.5242,0.553598503177522
"TCGA-BH-A0DL-01A-11R-A115-07",48.0423,76.5155,0.6031,16.5805,34.4157,0.0417,42.5394,1.0687,45.6282,25.2979,38.3436,21.2308,547.0876,19.664,0.0136,44.2677,58.5307,14.4208,20.1209,845.1237,93.7723,49.8207,8.9539,5.1539,73.0428,0.562485395606865
"TCGA-BH-A0DO-01B-11R-A12D-07",69.5245,55.686,2.4189,35.2206,37.1005,0.0783,45.174,22.7653,91.3365,32.5585,26.3396,17.4901,701.8833,13.3287,0.0351,7.1345,3.9736,14.3695,1.3301,888.2133,12.4232,87.0652,11.1549,12.1799,199.2571,0.156166327946063
"TCGA-BH-A0DP-01A-21R-A056-07",55.0975,103.8064,12.4854,34.9155,37.1696,0.1461,62.0998,32.5076,98.7563,30.2545,22.0664,18.5586,859.6505,6.9565,0.0939,11.164,9.0402,13.8022,3.5814,656.2608,29.4079,113.3704,8.1133,10.6104,210.7147,0.288009290622278
"TCGA-BH-A0DS-01A-11R-A056-07",29.2811,106.799,4.5188,21.0855,28.1019,0.0108,41.2298,10.2674,61.6963,22.7797,14.0331,9.7573,607.8347,4.6905,0.068,3.7633,6.5983,12.2539,12.1331,643.7343,18.3236,76.5218,5.176,4.6049,106.6349,0.471966837639924
"TCGA-BH-A0DX-01A-11R-A115-07",42.6059,89.1466,5.3296,27.2472,37.1758,0.2387,52.326,18.1865,94.0952,31.9116,28.369,17.5685,690.886,4.99,0.0938,17.039,15.7179,17.2517,2.113,985.9673,54.6422,129.7475,5.375,5.479,90.9995,0.562356850220975
"TCGA-BH-A0E6-01A-11R-A034-07",10.676,20.8284,102.1308,10.114,4.3401,0.0562,49.4085,21.6435,33.0024,11.9486,8.5508,8.4797,583.1707,2.7588,0.0158,14.6177,15.9164,7.5748,1.3363,254.618,52.052,43.4256,5.5301,2.4872,33.3448,0.166263427852511
"TCGA-BH-A0E7-01A-11R-A034-07",44.1136,56.1234,2.5323,43.0455,32.5578,0.0203,71.1167,15.2819,136.2563,61.964,45.4334,20.3047,665.0203,2.9751,0.0995,13.4471,11.657,26.1755,0.3751,1267.5729,36.5078,173.5867,10.5306,11.7064,224.0711,0.31181558395412
"TCGA-BH-A0EA-01A-11R-A115-07",73.8559,152.8984,7.3884,40.8203,36.3116,0.0307,53.4327,22.777,93.3053,39.0884,29.9176,17.606,728.5486,9.2921,0.0241,4.1872,3.3386,15.853,3.489,770.8751,12.0264,108.0421,8.9976,9.1545,149.6573,0.222571695861157
"TCGA-BH-A0EB-01A-11R-A034-07",76.575,82.306,5.1364,29.1643,60.4829,0.0654,54.4369,23.1332,73.3472,32.8517,20.2919,17.7093,592.3299,4.6881,0.0697,9.1443,10.8622,17.9871,0.395,1097.9277,37.0184,93.4534,8.5409,7.9433,129.1295,0.441062614923062
"TCGA-BH-A0EE-01A-11R-A034-07",7.2153,73.3125,108.6522,36.8364,3.2456,0.0792,34.1316,70.0718,56.1894,21.8175,18.5244,13.3431,661.7545,1.0063,0,26.647,36.0408,7.7069,152.897,552.192,151.4853,57.2747,5.7318,4.1744,49.4614,0.941280530524751
"TCGA-BH-A0GY-01A-11R-A056-07",75.0432,100.2057,13.1621,31.5962,48.2337,0.0259,67.8925,20.2968,83.5624,44.0986,16.7913,18.9007,718.6315,21.5103,0.3358,18.5533,21.5652,12.3935,27.1525,1632.5366,63.4963,121.5466,14.8641,6.3868,84.0166,0.456708280912287
"TCGA-BH-A0GZ-01A-11R-A056-07",63.1972,100.3462,11.9304,21.0082,17.6141,0.009,31.4694,19.9797,37.9264,19.0095,7.2465,15.2864,466.4839,3.3018,0.1021,17.467,6.8895,16.2274,10.4216,316.2003,26.9319,53.2486,6.4418,2.6432,23.9625,0.277767024742734
"TCGA-BH-A0H0-01A-11R-A056-07",34.508,13.4191,1.7063,42.5082,28.8341,1.4823,53.3481,19.4103,110.5177,35.0314,35.7203,14.1956,708.6744,1.5626,0.0095,74.3201,40.3847,26.2571,0.2769,950.262,142.5745,64.4071,13.2799,5.2129,10.8211,0.292267492499758
"TCGA-BH-A0H6-01A-21R-A056-07",60.5091,303.534,4.9049,31.0249,29.5582,0.0763,53.3846,17.7185,116.8104,31.4776,24.6642,12.8337,789.659,10.7694,0.1899,10.4157,9.8944,23.0356,3.2294,764.3312,30.4132,179.5805,11.1332,5.7915,190.0125,0.489193199780638
"TCGA-BH-A0H7-01A-13R-A056-07",31.7228,106.6214,8.8469,26.8296,29.2931,0.0693,118.1166,17.0184,77.3259,47.4252,19.3546,21.4974,1063.7329,8.0308,0.2723,40.0665,22.6066,16.193,3.6658,1009.5888,66.704,156.0496,11.0662,4.252,124.9571,0.575276621826511
"TCGA-BH-A0H9-01A-11R-A056-07",76.5632,229.7427,2.078,31.804,71.8093,0.15,55.3425,21.3129,133.018,49.9212,29.0187,27.7986,712.7821,7.612,0.0429,12.4547,43.8907,55.5113,2.2355,2554.1107,78.6196,133.4288,10.5056,8.2247,114.2818,0.419707087325398
"TCGA-BH-A0HF-01A-11R-A056-07",46.977,83.4428,11.5843,31.0351,30.395,0.0747,78.7525,21.195,89.7984,32.2334,22.431,21.3495,740.4332,5.6151,0.6501,16.3471,20.5588,16.7713,103.5618,911.6772,45.7194,76.609,7.28,4.293,123.8543,0.411739088357689
"TCGA-BH-A0HI-01A-11R-A084-07",58.5121,100.2123,3.9515,33.8651,55.3957,0.011,49.2369,23.5008,96.6826,29.0727,24.7166,15.027,708.475,3.5441,0.091,8.5482,12.6229,19.2508,2.5092,1498.2025,40.2238,82.8631,7.5405,7.5182,212.5307,0.453950127423465
"TCGA-BH-A0HK-01A-11R-A056-07",26.0631,61.6975,4.8909,18.892,33.726,0,38.2394,14.5666,59.5237,15.7572,11.9266,8.9053,330.6192,2.7814,0.1562,8.4721,7.4577,6.8598,29.895,474.4093,18.0449,115.4838,5.3102,2.8152,208.0698,0.321945869221588
"TCGA-BH-A0HN-01A-11R-A10U-07",36.554,13.9633,4.4233,14.2738,22.6258,0,36.8301,4.0496,38.7758,16.8062,11.2043,15.8506,467.5013,0.3855,0.1262,17.463,5.7408,6.6668,0.1887,230.1359,15.2177,129.2041,6.0945,3.3497,100.2189,0.335055651825851
"TCGA-BH-A0HP-01A-12R-A084-07",37.6653,105.4475,3.8518,47.3008,47.0118,0.0088,49.1428,31.7333,107.0744,40.2636,23.7929,14.116,683.9453,4.0527,0.0729,6.3798,25.8183,17.5354,1.1451,700.3755,46.086,96.2732,7.6769,5.1715,175.59,0.186651182296203
"TCGA-BH-A0HW-01A-11R-A034-07",42.323,79.3691,4.0684,35.1057,30.699,0.2012,54.1467,24.6694,124.0093,31.3808,25.843,18.2352,945.0676,1.0438,0.0754,50.8292,18.0234,58.7862,3.167,548.325,40.8092,104.4079,12.5632,5.1102,288.3727,0.512572408530137
"TCGA-BH-A0HY-01A-11R-A056-07",39.4941,63.2411,11.5732,15.448,80.0515,0.0394,55.6589,32.2928,115.8119,22.3915,29.1606,14.5532,766.2081,2.7922,0.0697,28.5512,25.5294,14.874,0.573,676.1418,59.713,51.2435,5.4582,3.6868,103.5146,0.407190554534017
"TCGA-BH-A0W5-01A-11R-A109-07",63.6184,126.1519,4.9599,32.1743,42.9892,0.4183,45.2546,19.5258,84.4627,39.7912,27.7464,21.4214,734.3533,14.6384,0.0762,13.81,12.1117,17.5087,3.75,852.9629,35.6308,154.3451,10.5994,18.7141,159.2418,0.231878447691861
"TCGA-BH-A0WA-01A-11R-A109-07",114.3712,104.8713,91.3376,24.7677,16.707,0.5574,76.2927,83.7969,218.8598,76.5566,44.2636,20.4128,917.9129,87.7308,0.3168,38.603,46.884,18.268,16.5258,1302.2995,117.5402,130.7774,11.896,8.0271,68.3771,0.687667344107874
"TCGA-BH-A18G-01A-11R-A12D-07",73.2042,122.6792,4.4344,12.0438,19.265,0.0493,33.2433,2.4454,46.1571,18.0048,9.7467,11.7259,610.4859,4.7119,0.0339,20.4613,24.7578,17.8425,11.3785,469.6646,47.8217,46.298,5.1269,2.5355,50.3162,0.561739694797403
"TCGA-BH-A18H-01A-11R-A12D-07",15.6151,93.9615,4.2613,21.954,21.5845,0.0733,55.2127,8.892,53.2574,29.3809,19.1743,15.7186,498.1685,3.7981,0.1151,11.1799,9.8127,12.5685,12.108,767.9988,56.8712,87.051,7.4608,4.8083,66.3742,0.521468434465628
"TCGA-BH-A18N-01A-11R-A12D-07",84.4516,154.0046,4.5476,41.5281,49.5583,0.0358,69.4812,12.2787,95.9789,38.2395,28.5279,17.1216,651.0863,2.4655,0.0469,23.3024,14.3755,29.8273,0.5997,1110.6788,39.0401,154.4547,13.0434,9.5826,150.1268,0.255927610568083
"TCGA-BH-A18P-01A-11R-A12D-07",64.9363,63.0389,2.8858,50.521,81.0923,0.195,84.6757,16.0959,138.8458,58.6917,31.6656,17.7781,977.8522,6.0756,0.1477,28.4701,62.3982,19.3098,5.5965,1122.1138,111.0287,62.3506,12.3596,7.4871,243.7132,0.351108100261299
"TCGA-BH-A18S-01A-11R-A12D-07",20.9595,50.0142,4.9527,37.4577,29.4291,0.0575,51.3285,10.2875,93.1248,35.5361,19.4453,31.3411,993.6387,1.3031,0.0264,5.0007,4.544,16.3421,4.639,610.4032,14.2014,81.1698,10.4925,9.4785,196.4311,0.340566561321794
"TCGA-BH-A18T-01A-11R-A12D-07",163.8116,26.5133,58.2959,19.5098,58.8061,0.3935,118.147,57.2459,88.2162,60.5789,31.0547,19.66,715.5638,10.4966,0.0155,137.6662,121.452,30.8155,12.8748,2379.1696,160.8741,61.1564,14.1479,14.7882,91.0887,0.461289073841092
"TCGA-BH-A18U-01A-21R-A12D-07",19.0608,63.6117,5.9965,28.3148,30.5877,0.2781,50.9135,25.4311,129.8675,60.488,26.8051,20.1662,998.7875,3.787,0.0526,87.738,46.5383,13.4914,8.3893,1693.7305,132.8997,82.7107,9.4319,11.7287,128.2248,0.763976257298623
"TCGA-BH-A1EN-01A-11R-A13Q-07",34.2502,457.826,4.9682,18.6884,25.9813,0.0168,37.9915,36.7299,105.5883,47.9113,17.8394,10.7797,747.4686,39.5195,0.0066,28.1293,17.1714,19.3448,2.9696,1180.9222,26.4685,84.3875,9.4722,3.8907,27.5463,0.656679198680266
"TCGA-BH-A1EO-01A-11R-A137-07",63.5822,151.9982,5.0122,32.1425,70.8896,0.0202,37.1435,36.9733,149.8535,74.6198,37.2243,20.2283,656.2101,40.1165,0.1427,11.8129,19.9972,29.208,13.7655,1030.6592,49.2577,81.2689,7.625,20.5698,40.6122,0.580839480786398
"TCGA-BH-A1EU-01A-11R-A137-07",56.2994,80.0857,4.465,48.0327,65.5908,0.007,60.6491,28.9106,116.042,51.4638,28.3795,24.0993,686.8354,14.037,0.0911,7.5619,9.6577,29.6704,8.3605,885.009,41.6552,64.6021,14.7773,23.3085,265.8051,0.338220587760895
"TCGA-BH-A1EX-01A-11R-A13Q-07",63.9763,188.4545,2.0226,30.645,70.1645,0.1756,48.618,26.7753,72.616,42.5887,30.9765,37.0381,655.3376,16.8086,0.0441,12.2875,14.0253,20.9614,15.4125,1011.9337,23.9869,118.7238,11.2172,12.151,54.9978,0.724765315010162
"TCGA-BH-A1EY-01A-11R-A13Q-07",50.5029,84.9754,2.9807,31.9699,41.9364,0.0602,55.5661,17.9048,97.7859,43.0979,29.8149,15.3049,696.8368,17.7298,0.0473,12.981,10.4055,26.6613,1.671,1254.0243,27.6577,74.5355,13.0765,9.5563,187.2211,0.771379721926514
"TCGA-BH-A1F0-01A-11R-A137-07",22.9961,112.3447,2.9048,28.2927,83.6984,0.6523,50.3961,18.1175,92.7016,40.5679,19.7988,17.8144,646.6241,39.8902,0.0861,27.1262,36.1721,20.9739,24.3683,892.2939,58.6245,43.233,7.6172,13.4659,92.3785,0.479547727346043
"TCGA-BH-A1F5-01A-12R-A13Q-07",64.4891,121.1848,3.0585,46.9711,51.0006,0.0836,23.6293,20.904,81.2382,32.1643,24.4547,14.7632,434.3828,10.1176,0.0694,4.1923,10.1693,48.1588,1.1302,794.1415,17.7917,182.4688,11.0902,12.1165,297.5287,0.492661053582374
"TCGA-BH-A1F8-01A-11R-A13Q-07",61.0237,318.3883,6.3303,29.9128,61.0326,0.0255,58.2467,23.371,120.423,64.9048,30.8308,32.9263,1287.4197,3.4012,0.1271,17.2545,26.8301,47.1018,0.3376,1952.4236,60.5499,97.1379,16.0944,7.6609,157.9657,0.713119778057357
"TCGA-BH-A1FB-01A-11R-A13Q-07",63.862,188.5004,5.2165,40.5681,51.1674,0.0285,62.1715,17.5076,142.39,49.1224,41.9884,18.6949,657.4538,14.5348,0.142,5.5039,10.3043,33.7148,3.52,1354.2976,32.8966,95.8957,12.1439,22.8766,133.2415,0.414577889609342
"TCGA-BH-A1FC-01A-11R-A13Q-07",11.8122,23.5962,61.5565,21.9089,7.0011,0.2956,95.9916,25.0445,47.1078,40.5103,18.0611,12.9773,317.2901,11.9051,0.0321,45.5306,117.0866,11.3027,4.0403,734.7463,146.4082,57.2155,10.2198,2.9709,76.6022,0.61589491690083
"TCGA-BH-A1FD-01A-11R-A13Q-07",76.8298,63.0449,15.0784,35.0358,34.2551,0.1661,80.7841,26.1719,110.9259,42.6285,19.4988,16.23,1107.4186,7.56,0.0343,27.471,21.1288,19.3249,9.7997,1270.8142,76.9037,58.1661,20.1308,4.8331,163.1545,0.590355982892102
"TCGA-BH-A1FG-01A-11R-A13Q-07",25.492,32.2854,1.2176,24.8355,31.6547,0.0149,33.5918,5.5702,81.5548,34.3289,14.9856,9.4944,718.6242,0.8452,0.0088,6.4422,9.4754,34.5531,0.4936,906.898,16.2084,127.202,6.8339,5.4385,131.7968,0.282347817671538
"TCGA-BH-A1FJ-01A-11R-A13Q-07",99.784,106.0555,4.3899,57.0157,54.3261,0.271,81.3004,18.9564,131.4377,43.936,36.6816,31.5264,1268.4018,1.9567,0.0237,33.2026,55.2292,33.3754,6.1574,1131.0492,158.6941,85.4196,11.9195,19.8073,111.9681,0.646391819090938
"TCGA-BH-A1FL-01A-11R-A13Q-07",108.4455,37.6396,1.2378,55.6066,46.3212,0.2132,82.3369,17.5524,74.645,45.9157,37.5354,20.6452,699.1566,2.4557,0.0319,17.0724,24.0838,16.5475,1.0202,911.136,71.4614,98.9399,15.6052,13.4352,264.3009,0.513452046840221
"TCGA-BH-A1FR-01A-11R-A13Q-07",47.1073,221.7867,6.7105,36.4576,59.2866,0.4636,51.4435,13.0123,112.8076,41.0437,24.0288,30.1182,575.2729,4.7385,0.0243,37.6781,17.3429,22.3585,1.1439,1181.5513,46.2536,75.1694,12.5695,10.8828,21.9326,0.407529275137908
"TCGA-BH-A201-01A-11R-A14M-07",44.459,204.4005,10.3997,39.5043,57.1791,0.0284,54.773,32.9255,133.3358,46.5772,26.9387,27.6392,588.143,7.0104,0.4543,13.5594,19.3585,22.9334,7.8696,1031.226,60.579,61.254,10.7779,6.4581,169.8548,0.351091970708732
"TCGA-BH-A202-01A-11R-A14M-07",10.0718,70.0146,21.028,17.8996,18.0685,0.0452,57.1316,26.4657,118.9618,41.2254,29.7296,17.0329,509.9896,5.3158,0.0473,43.4157,53.6312,15.5948,14.5987,2013.0231,130.562,30.3969,9.0743,14.4703,80.5971,0.848575760508403
"TCGA-BH-A203-01A-12R-A169-07",81.1112,54.8838,3.5771,27.088,47.9513,0.0094,63.2427,21.6658,147.8922,26.66,30.4567,15.4118,668.7781,4.0832,0.0332,26.6579,31.5166,14.1576,12.9352,1414.3585,84.5998,60.7554,13.5533,9.6374,79.5582,0.601680699377399
"TCGA-BH-A204-01A-11R-A157-07",167.2219,269.0509,6.2705,49.6741,56.0331,0.1491,65.1419,13.7858,211.9872,63.441,22.0513,20.1664,603.6049,4.5973,0.0293,38.4474,51.6854,25.5011,1.1472,1733.7912,99.5764,100.9183,16.0241,9.5375,62.6016,0.661035853175181
"TCGA-BH-A209-01A-11R-A157-07",72.307,47.9449,1.6014,16.3675,23.4298,0.6178,49.9997,3.9095,127.8209,30.7317,19.9181,18.7431,578.1216,5.4956,0.0391,29.3639,62.2612,17.6491,1.1077,1226.5765,88.4147,41.3847,11.7944,9.4188,101.4806,0.760814864995645
"TCGA-BH-A42T-01A-11R-A24H-07",50.7575,100.6613,16.1858,19.6526,28.03,0.7053,93.4244,9.4323,35.7568,25.3141,10.9272,14.4291,488.0067,1.5167,0,70.465,61.1427,11.0539,6.5606,889.4074,87.4287,82.7044,9.5339,3.5051,442.08,0.304235620503887
"TCGA-BH-A42U-01A-12R-A24H-07",59.2203,218.6904,4.9501,14.6374,14.5572,0.1215,50.1741,8.8722,42.1133,21.476,11.533,16.437,572.169,4.7726,0.0223,10.8395,3.246,8.3234,1.8421,603.7768,13.9926,89.6411,7.5392,3.5318,135.4591,0.13902061356818
"TCGA-BH-A5J0-01A-11R-A27Q-07",35.2338,186.7415,14.4372,10.3275,12.2363,0.9831,45.3927,17.5556,33.442,22.7571,12.425,13.9738,503.9771,2.1947,0.017,20.613,8.9137,13.9485,6.1984,681.9921,35.507,138.5254,6.2465,2.4913,133.8689,0.414723055582438
"TCGA-BH-A6R9-01A-21R-A32P-07",58.5173,279.5977,3.5123,17.7948,47.2899,0.0887,88.2683,11.382,79.9988,38.3381,17.1408,17.5475,567.5989,22.6893,2.2419,7.9015,13.5358,16.2932,9.4345,1161.1281,30.4807,36.7616,6.9135,8.2809,70.5128,0.653165897576605
"TCGA-BH-A8FY-01A-11R-A36F-07",31.6708,125.0717,9.2666,15.3006,19.1218,0.1357,23.8688,7.3127,39.6659,14.959,14.0528,8.886,615.2485,1.0965,0.016,39.5522,6.8136,12.4291,0.7537,206.4247,53.241,63.8011,6.3925,4.2155,27.7889,0.237471181080917
"TCGA-C8-A12K-01A-21R-A115-07",76.4514,61.0975,97.4423,20.2619,29.7653,0.592,108.9713,31.4051,107.9956,33.347,33.2812,23.772,672.8981,19.5215,0.0365,74.9157,53.2746,16.3182,12.3884,1019.0659,132.3016,48.1984,6.3004,5.1558,62.2482,0.569760314848866
"TCGA-C8-A12L-01A-11R-A115-07",92.1533,109.2942,0.7645,19.0936,56.6317,0.1254,84.4957,3.7125,83.8759,27.2856,23.7581,28.1073,562.8453,20.3401,0.0851,45.0422,91.3272,14.5562,142.93,1444.9354,89.8521,68.77,9.4422,7.7314,81.6323,0.670037743153005
"TCGA-C8-A12M-01A-11R-A115-07",99.5372,400.9725,3.268,40.1461,28.9712,0.1462,50.0184,10.1713,70.1402,45.4972,29.1796,26.8197,283.7099,2.782,0.0319,32.2871,20.5804,74.8472,0.3866,751.4458,64.4126,64.5932,18.5574,10.7487,181.4147,0.614469430664282
"TCGA-C8-A12Q-01A-11R-A115-07",55.3831,102.0478,3.2047,25.366,66.2477,0.2474,38.6923,37.9564,121.5887,49.1913,32.6538,23.6783,695.0368,12.8515,0.1047,37.1524,24.7649,15.8728,8.5548,1352.4817,66.4309,71.798,12.3332,10.1474,69.3163,0.718748991902965
"TCGA-C8-A12X-01A-11R-A115-07",65.9577,120.6773,4.5976,26.581,30.2208,0.081,62.2245,6.2336,79.1355,32.3284,31.4895,29.682,1004.0701,1.7141,0.008,47.4606,21.7681,87.8664,1.5527,1279.5125,45.6014,120.0077,11.9005,5.1401,85.9469,0.786702796864415
"TCGA-C8-A131-01A-11R-A115-07",74.4072,145.4586,29.1376,11.4008,36.6728,5.2473,37.15,53.8359,40.6366,23.8587,10.9173,12.2963,616.5846,9.0773,0.0718,26.5355,27.6372,7.0861,187.0971,309.0104,38.9484,64.1951,5.1426,3.9253,46.5685,0.646714410142263
"TCGA-C8-A133-01A-32R-A12D-07",38.9756,272.9419,10.8447,23.9018,33.2594,0.0479,56.5548,8.3341,72.9143,23.3464,23.151,22.7364,832.763,5.7489,0,16.7961,6.5818,25.1688,1.3939,1292.758,8.8831,102.5359,7.8052,4.065,149.5719,0.669004439329332
"TCGA-C8-A135-01A-11R-A115-07",14.9458,55.5414,7.7265,27.5807,18.3475,0.011,106.1934,56.6093,94.6466,43.767,19.4485,19.5049,586.598,13.9053,0.065,27.0241,44.7386,9.3264,14.6599,1437.9263,73.6798,90.7248,4.7398,4.3761,57.0129,0.558396546932135
"TCGA-C8-A1HM-01A-12R-A137-07",115.0371,52.4517,13.7695,74.9155,61.3005,0.0564,275.5033,8.7628,70.5699,45.9731,17.6406,21.1229,682.0899,4.1049,0.0166,36.2051,277.2108,17.9656,2.5346,1389.2151,144.145,71.7634,11.2488,8.9601,308.7665,0.557225651832582
"TCGA-C8-A26Y-01A-11R-A16F-07",64.1883,170.2137,38.5844,13.6762,7.3461,0.0298,30.2253,63.9157,90.4086,24.8757,29.0271,13.9169,695.468,11.2364,0.0292,75.015,30.0876,16.5709,39.0523,503.657,83.5521,122.1594,7.1492,4.4319,83.8055,0.77599277396045
"TCGA-C8-A274-01A-11R-A16F-07",59.4267,39.3658,0.8051,48.1552,33.6802,0.1554,52.3614,6.9343,69.1278,26.2781,20.9589,14.8021,492.4824,5.1602,0.0336,21.3576,23.7022,12.3992,1.7668,1085.4251,56.6845,94.8677,8.5268,11.6767,101.86,0.538307154331048
"TCGA-C8-A278-01A-11R-A169-07",48.6963,36.9905,3.0512,18.865,26.378,0.0826,50.5113,13.5566,58.295,32.908,19.9525,11.4082,514.42,3.7726,0.03,38.6803,16.556,9.2315,3.2942,1150.6929,69.3994,33.7439,7.3674,7.4579,34.5942,0.936965708571244
"TCGA-C8-A3M7-01A-12R-A21T-07",33.8688,76.6396,4.8233,40.4168,40.6441,0.1411,39.4594,17.6946,80.5459,34.1103,16.2988,14.2118,584.1101,16.9482,0.0104,15.9112,14.3977,13.7361,2.8907,572.6647,48.7483,78.7001,10.8914,9.5912,118.3323,0.469837736701184
"TCGA-C8-A3M8-01A-11R-A213-07",28.8775,141.5209,9.4691,20.4106,22.0385,0.0829,37.9025,33.7832,87.1348,28.4457,29.16,18.5222,746.7401,3.5802,0.0678,61.3885,24.3495,18.3615,0.8033,666.4426,36.6334,79.5999,9.9034,4.1815,200.6143,0.288670602277493
"TCGA-D8-A140-01A-11R-A115-07",63.4218,40.5557,2.419,45.3589,31.9167,0.0563,55.5353,23.3778,85.2581,20.9572,33.4817,26.8426,623.6263,6.9053,0.0752,30.3522,16.6142,33.5089,1.8456,852.5665,47.3143,59.4936,5.6222,9.1221,173.7863,0.384109164811768
"TCGA-D8-A142-01A-11R-A115-07",74.4188,116.5221,5.7733,12.7151,29.5733,0.0668,50.2211,48.2905,113.2134,94.4954,18.0309,14.478,759.0932,35.9058,0.0892,41.2934,31.54,9.41,3.8339,1093.0564,51.6988,65.2293,5.9308,6.8983,53.2222,0.615310171295848
"TCGA-D8-A145-01A-11R-A115-07",47.6416,109.2162,6.9531,39.5929,34.4385,0.8285,60.7935,27.475,108.81,43.8126,33.2786,21.8912,611.5127,5.4888,0.0519,15.063,11.2787,18.7284,1.2065,1019.9589,37.1967,88.3884,11.4494,12.1863,106.0618,0.395948256395368
"TCGA-D8-A1J8-01A-11R-A13Q-07",67.9546,174.7289,3.6965,38.1326,74.2646,0.1115,46.1132,29.5198,136.2081,73.7836,21.8635,17.9112,797.0412,72.8933,0.4454,20.291,61.8507,36.6151,92.057,1487.1496,166.3257,67.89,14.6688,10.9581,204.5607,0.737539920642601
"TCGA-D8-A1JA-01A-11R-A13Q-07",41.7655,264.5975,4.0581,44.7803,57.5876,0.0177,38.3098,118.8577,168.5084,63.1508,23.2626,23.437,734.5352,13.3565,0.0938,10.9233,33.0314,44.3893,86.4615,1446.2855,27.3205,71.0502,10.708,12.2881,89.2562,0.723216877963805
